HHID,NWEIGHT,REGIONC,DIVISION,CDD65,CDD70,CDD75,HDD50,HDD55,HDD60,HDD65,HDD70,FUELHEAT,AUXUGAS,AUXLPG,AUXFOIL,AUXKERO,AUXELEC,AUXCOAL,AUXWOOD,AUXSOLAR,AUXOTHER,DKFUEL,AUXFUEL,HEATAMT,FUELTWIN,FUELPAST,MOFUELCH,YRFUELCH,EQUIPM,RADIANT,STEAM,WARMAIR,REVERSE,PERMELEC,PIPELESS,ROOMHEAT,WOODKILN,CHIMNEY,CARRYEL,CARRYKER,RANGE,DIFEQUIP,DKEQUIP,AUXEQUIP,FANM,STOVSEAL,EQUIPAGE,KHEATCOM,WOODBURN,FUELH2O,UAUXH2OF,FAUXH2O,AGEWATER,KWHTCOM,COOLMAIN,COOLUNIT,NUMBERAC,FUELCOOL,KACSYSCN,FUELSWIM,FUELFOOD,ELWATER,ELWARM,ELCOOL,ELFOOD,ELOTHER,UGWATER,UGWARM,UGCOOL,UGFOOD,UGOUTSID,UGOTHER,LPGWATER,LPGWARM,LPGCOOL,LPGFOOD,LPGOUT,LPGOTHER,FOIWATER,FOILWARM,FOILFOOD,KERWATER,KERWARM,KERFOOD,UGASAREA,RENT1,RENT2,RENT3,RENT4,RENT6,GASCALL,GASBASIS,USEKERO,USEEL,USENG,USEFO,TYPEF01,TYPEF02,TYPEF03,USELP,TYPELP1,TYPELP2,TYPELP3,BROKEN88,NOGIVE88,RANOUT88,SHTOFF88,RBROKE88,RNOGIV88,RRNOUT88,RSHOFF88
1011,22704,3,5,3594,2245,1288,0,0,31,159,424,05,0,0,0,0,0,0,0,0,0,0,1,9,5,99,99,99,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,05,0,99,9,0,0,1,1,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1012,6323,4,9,247,63,6,1460,2350,3621,5125,6754,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,05,0,99,9,0,0,0,99,9,9,99,05,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1013,18294,4,9,1197,471,135,97,313,783,1582,2697,01,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,5,9,0,01,0,99,4,9,0,1,1,9,9,99,01,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,1,0,0,0,0,9,9,9
1014,8376,3,7,2147,1223,587,210,507,965,1615,2454,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,5,9,0,01,0,99,5,9,0,1,2,9,9,99,01,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1015,18411,2,3,963,502,201,2729,3708,4815,6068,7463,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,6,9,0,01,0,99,3,9,1,0,99,3,9,99,01,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1016,13566,1,2,1017,509,184,2205,3140,4219,5399,6730,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,5,9,0,03,0,99,5,9,0,0,99,9,9,99,02,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,9,1,1,9,9,9,9,9,9,9,9,9,9
1017,9823,3,5,1865,1142,549,891,1510,2300,3249,4350,04,0,0,0,0,1,0,0,0,0,0,0,2,0,03,98,98,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0,0,05,0,99,9,0,0,1,2,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1018,13721,4,9,157,34,7,109,417,1004,2113,3982,01,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,5,9,1,01,0,99,4,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1019,15287,3,5,1431,834,383,1464,2238,3198,4315,5543,05,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,2,9,1,05,0,99,2,9,0,1,1,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1020,21145,2,3,1162,605,180,2081,2939,3942,5048,6310,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,9,0,01,0,99,6,9,1,0,99,3,9,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1021,17288,3,5,1244,607,159,968,1664,2515,3527,4688,03,0,0,0,1,0,0,0,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,5,9,0,05,0,99,2,9,0,0,99,9,9,99,05,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1022,42086,3,5,3453,2188,1292,1,18,111,334,825,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2,9,0,05,0,99,4,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1023,6880,1,2,737,338,78,2794,3662,4697,5906,7319,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,01,0,99,9,1,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1024,17728,3,7,1729,980,459,952,1552,2303,3197,4251,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,5,9,0,01,0,99,2,9,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1025,22798,3,5,1585,953,438,1392,2131,3099,4193,5387,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,9,0,05,0,99,3,9,0,1,1,9,9,99,02,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,9,1,1,9,9,0,0,0,0,9,9,9,9
1026,3958,4,8,1974,1121,508,722,1293,2008,2844,3816,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,9,0,01,0,99,4,9,0,0,99,9,9,99,01,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1027,22306,1,2,741,345,121,2383,3370,4473,5716,7145,03,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,3,9,1,03,0,99,3,9,1,0,99,3,9,99,05,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1028,19020,2,3,924,451,162,2646,3621,4740,5995,7360,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,9,0,01,0,99,2,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1029,4322,4,8,563,197,28,2475,3385,4446,5675,7118,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,05,0,99,9,0,0,1,1,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1030,7063,1,1,276,88,26,3875,4967,6222,7668,9306,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,05,0,99,3,9,0,0,99,9,9,99,02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,9,9,1,1,9,9,0,0,1,0,9,9,2,9
1031,18428,3,7,2743,1709,873,166,366,766,1426,2246,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,4,9,0,01,0,99,4,9,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1032,21545,2,3,1093,549,165,2325,3230,4270,5427,6710,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,9,0,05,0,99,2,9,0,1,1,9,9,99,05,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1033,22549,3,5,3263,1944,963,34,126,313,666,1245,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,05,0,99,9,0,0,1,1,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1034,6237,4,9,228,56,17,106,394,892,1912,3731,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,6,9,0,01,0,99,6,9,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1035,19035,2,3,767,355,112,3450,4450,5606,6889,8307,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,01,0,99,2,9,0,1,1,9,9,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1036,8803,2,4,784,377,129,3367,4339,5474,6766,8189,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,05,0,99,9,1,0,1,1,9,9,99,05,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1037,18280,3,5,2157,1400,770,1089,1689,2570,3585,4685,01,0,0,1,0,0,0,0,0,0,0,0,2,1,99,99,99,03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,1,0,01,0,99,9,1,1,0,99,3,1,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,1,1,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1038,16136,1,2,988,511,183,2300,3284,4367,5590,6926,06,0,0,0,1,0,0,0,0,0,0,0,1,0,03,10,85,08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,9,0,0,05,0,99,9,0,0,1,1,9,9,99,05,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1039,13394,4,9,117,14,0,1192,2127,3371,4963,6673,01,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,4,9,1,05,0,99,4,9,0,0,99,9,9,05,05,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1040,10554,4,9,1191,487,171,152,431,956,1686,3016,01,0,0,0,0,0,0,1,0,0,0,0,2,1,99,99,99,03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,9,1,01,0,99,2,9,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1041,16602,3,5,1989,1237,636,461,941,1657,2553,3655,01,0,0,0,0,1,0,0,0,0,0,0,8,1,99,99,99,03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,4,9,0,05,0,99,2,9,1,0,99,3,9,99,01,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1042,15381,2,3,634,286,91,3375,4387,5553,6882,8361,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,5,9,0,03,0,99,5,9,0,1,1,9,9,99,05,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1043,8844,4,8,724,332,94,2440,3327,4381,5594,7014,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,9,0,01,0,99,2,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1044,9014,2,3,999,510,186,2660,3618,4701,5924,7262,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,1,0,01,0,99,9,1,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1045,6055,2,4,414,143,30,4070,5149,6364,7757,9309,01,0,0,0,0,1,0,1,0,0,0,0,1,0,07,98,98,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,9,5,9,1,01,0,99,5,9,0,0,99,9,9,99,05,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1046,8767,4,8,863,347,98,2043,2858,3800,4874,6166,01,0,0,0,0,1,0,0,0,0,0,0,1,5,99,99,99,03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,2,9,0,01,0,99,2,9,1,0,99,3,9,99,05,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1047,16869,1,2,1041,511,183,2069,2977,4010,5185,6503,01,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,9,5,9,0,01,0,99,5,9,1,1,3,3,9,99,01,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1048,9632,3,6,1441,763,255,1306,2026,2874,3888,5025,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,4,9,0,05,0,99,4,9,0,1,1,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1049,15743,2,4,706,336,150,2817,3771,4902,6192,7648,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,6,9,0,01,0,99,1,9,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1050,14804,1,2,1536,865,387,1693,2492,3455,4557,5762,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,5,9,0,01,0,99,5,9,0,1,2,9,9,99,01,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1051,19649,3,5,2602,1616,851,130,372,815,1448,2296,02,0,0,0,0,1,0,0,0,0,0,0,1,0,06,12,86,06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,1,9,0,05,0,99,6,9,0,1,1,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,1,1,9,9,0,0,0,0,9,9,9,9
1052,4573,1,1,882,422,152,2093,3045,4087,5255,6602,03,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,5,9,1,03,0,99,5,9,0,0,99,9,9,99,05,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,1,0,1,0,0,9,2,9
1053,20581,4,9,360,54,12,54,250,720,1524,3283,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,01,0,99,3,9,0,0,99,9,9,01,05,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1054,18428,3,7,2243,1313,613,382,720,1272,2025,2993,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,4,9,0,01,0,99,3,9,0,1,1,9,9,99,01,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1055,4826,2,4,497,220,67,3906,4933,6100,7497,9079,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,01,0,99,3,9,1,0,99,3,9,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1056,15743,2,4,687,327,146,2850,3805,4928,6226,7689,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,6,9,0,05,0,99,3,9,0,0,99,9,9,99,01,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1057,19084,4,8,433,133,13,2594,3557,4688,5984,7484,01,0,0,0,0,0,0,1,0,0,0,0,1,5,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,1,9,0,01,0,99,1,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1058,6197,4,8,104,2,0,3317,4415,5758,7410,9211,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,1,0,01,0,99,9,1,0,0,99,9,9,99,01,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1059,11803,4,9,278,41,9,71,331,952,2016,3465,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,0,0,05,0,99,9,0,1,0,99,3,0,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1060,13503,1,2,849,425,154,2508,3402,4382,5591,6969,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,03,0,99,9,1,0,0,99,9,9,99,05,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1061,7301,1,2,1119,605,256,1766,2572,3570,4720,6015,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,03,0,99,9,1,0,0,99,9,9,99,01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,1,0,0,0,0,9,9,9
1062,8600,2,4,1837,1107,551,1637,2362,3218,4181,5296,01,0,0,0,0,0,0,1,0,0,0,0,8,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,8,9,1,01,0,99,3,9,1,0,99,3,9,08,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1063,28392,1,2,1201,637,269,1701,2502,3488,4621,5891,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,03,0,99,9,1,0,1,1,9,9,99,01,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1064,14088,2,4,989,498,173,2959,3869,4900,6071,7407,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,9,0,01,0,99,3,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
1065,10554,3,5,2038,1243,572,657,1181,1892,2755,3791,01,0,0,0,0,0,0,0,0,0,0,1,9,0,06,07,87,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,9,0,05,0,99,1,9,0,1,2,9,9,99,05,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1066,5246,1,1,636,266,73,2482,3477,4618,5913,7398,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,8,9,0,03,0,99,5,9,0,0,99,9,9,99,05,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
1067,22000,3,5,4444,2880,1538,0,2,37,163,423,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2,9,0,05,0,99,1,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
